,ActivityIdentifier,Calcium,Magnesium,Potassium,Sodium,"Sodium, percent total cations",ProjectIdentifier,ActivityStartDate,ActivityStartTime/Time_PST,LongitudeMeasure,LatitudeMeasure
508,CALWR_WQX-BL14B769091,20.0,18.0,,88.0,,1004,2014-11-18,,-121.5574,37.8298
509,CALWR_WQX-BL14B769364,32.0,39.0,5.0,208.0,,1001,2014-12-01,,-121.64218889,37.9770583
510,CALWR_WQX-BL14B769397,19.0,16.0,4.4,79.0,,1001,2014-12-01,,-121.5702,37.891
511,CALWR_WQX-BL14B769661,107.0,,,,,1001,2014-12-02,,-121.9197,38.0435
512,CALWR_WQX-BL14B769684,108.0,,,,,1001,2014-12-02,,-121.9197,38.0435
513,CALWR_WQX-BL14B770301,,317.0,122.0,,,1001,2014-12-02,,-121.9197,38.0435
514,CALWR_WQX-BL14B770302,,,,2610.0,,1001,2014-12-02,,-121.9197,38.0435
515,CALWR_WQX-BL14B770303,,309.0,116.0,,,1001,2014-12-02,,-121.9197,38.0435
516,CALWR_WQX-BL14B770304,,,,2650.0,,1001,2014-12-02,,-121.9197,38.0435
517,CALWR_WQX-BL14B771479,20.0,17.0,,80.0,,1004,2014-12-16,,-121.6203,37.8019
518,CALWR_WQX-BL14B771564,20.0,17.0,,82.0,,1004,2014-12-15,,-121.5574,37.8298
519,CALWR_WQX-BL14B771587,19.0,15.0,,71.0,,1004,2014-12-15,,-121.7419,37.6547
520,CALWR_WQX-BL14B772215,20.0,33.0,10.3,220.0,,1001,2014-12-17,,-121.9197,38.0435
521,CALWR_WQX-BL15B773588,19.0,23.0,6.8,126.0,,1001,2015-01-05,,-121.9197,38.0435
522,CALWR_WQX-BL15B773619,19.0,22.0,6.6,121.0,,1001,2015-01-05,,-121.9197,38.0435
523,CALWR_WQX-BL15B773641,23.0,16.0,3.7,58.0,,1001,2015-01-05,,-121.5702,37.891
524,CALWR_WQX-BL15B776403,25.0,15.0,,48.0,,1004,2015-01-22,,-121.6203,37.8019
525,CALWR_WQX-BL15B776457,22.0,13.0,,37.0,,1004,2015-01-20,,-121.5574,37.8298
526,CALWR_WQX-BL15B776535,26.0,15.0,,52.0,,1004,2015-01-20,,-121.7419,37.6547
527,CALWR_WQX-BL15B778088,40.0,34.0,5.3,146.0,,1001,2015-02-03,,-121.64218889,37.9770583
528,CALWR_WQX-BL15B778121,23.0,15.0,3.6,44.0,,1001,2015-02-03,,-121.5702,37.891
529,CALWR_WQX-BL15B780925,23.0,15.0,3.5,44.0,,1001,2015-02-03,,-121.5702,37.891
530,CALWR_WQX-BL15B781279,86.0,226.0,72.0,1828.0,,1001,2015-01-20,,-121.9197,38.0435
531,CALWR_WQX-BL15B781472,70.0,173.0,55.4,1416.0,,1001,2015-02-02,,-121.9197,38.0435
532,CALWR_WQX-BL15B781484,26.0,40.0,12.4,287.0,,1001,2015-02-17,,-121.9197,38.0435
533,CALWR_WQX-BL15B781993,27.0,17.0,,59.0,,1004,2015-02-18,,-121.6203,37.8019
534,CALWR_WQX-BL15B782047,25.0,16.0,,54.0,,1004,2015-02-17,,-121.5574,37.8298
535,CALWR_WQX-BL15B782101,27.0,17.0,,58.0,,1004,2015-02-17,,-121.7419,37.6547
536,CALWR_WQX-BL15B783912,36.0,22.0,,45.0,,1004,2015-02-24,,-121.7458,37.6147
537,CALWR_WQX-BL15B784975,42.0,87.0,26.3,641.0,,1001,2015-03-02,,-121.9197,38.0435
538,CALWR_WQX-BL15B785005,23.0,15.0,2.9,41.0,,1001,2015-03-02,,-121.5702,37.891
539,CALWR_WQX-BL15B786597,82.0,213.0,65.9,1704.0,,1001,2015-03-16,,-121.9197,38.0435
540,CALWR_WQX-BL15B786928,24.0,15.0,,42.0,,1004,2015-03-17,,-121.6203,37.8019
541,CALWR_WQX-BL15B786982,25.0,15.0,,41.0,,1004,2015-03-16,,-121.5574,37.8298
542,CALWR_WQX-BL15B787036,25.0,15.0,,44.0,,1004,2015-03-16,,-121.7419,37.6547
543,CALWR_WQX-BL15B789684,77.0,191.0,65.1,1468.0,,1001,2015-04-06,,-121.9197,38.0435
544,CALWR_WQX-BL15B789703,22.0,16.0,3.0,49.0,,1001,2015-04-06,,-121.64218889,37.9770583
545,CALWR_WQX-BL15B789736,23.0,16.0,3.1,47.0,,1001,2015-04-06,,-121.5702,37.891
546,CALWR_WQX-BL15B790897,26.0,16.0,,51.0,,1004,2015-04-14,,-121.6203,37.8019
547,CALWR_WQX-BL15B790981,24.0,16.0,,50.0,,1004,2015-04-13,,-121.5574,37.8298
548,CALWR_WQX-BL15B791005,27.0,16.0,,52.0,,1004,2015-04-13,,-121.7419,37.6547
549,CALWR_WQX-BL15B793697,101.0,,92.4,,,1001,2015-04-22,,-121.9197,38.0435
550,CALWR_WQX-BL15B794397,,239.0,,,,1001,2015-04-22,,-121.9197,38.0435
551,CALWR_WQX-BL15B794398,,,,1961.0,,1001,2015-04-22,,-121.9197,38.0435
552,CALWR_WQX-BL15B794880,101.0,,96.0,,,1001,2015-05-04,,-121.9197,38.0435
553,CALWR_WQX-BL15B794911,23.0,20.0,4.9,87.0,,1001,2015-05-04,,-121.64218889,37.9770583
554,CALWR_WQX-BL15B794932,25.0,19.0,4.4,72.0,,1001,2015-05-04,,-121.5702,37.891
555,CALWR_WQX-BL15B798291,,264.0,,,,1001,2015-05-04,,-121.9197,38.0435
556,CALWR_WQX-BL15B798292,,,,2096.0,,1001,2015-05-04,,-121.9197,38.0435
557,CALWR_WQX-BL15B799405,96.0,,90.0,,,1001,2015-05-18,,-121.9197,38.0435
558,CALWR_WQX-BL15B800155,25.0,18.0,,73.0,,1004,2015-05-20,,-121.6203,37.8019
559,CALWR_WQX-BL15B800175,25.0,19.0,,84.0,,1004,2015-05-19,,-121.5574,37.8298
560,CALWR_WQX-BL15B800195,26.0,17.0,,66.0,,1004,2015-05-19,,-121.7419,37.6547
561,CALWR_WQX-BL15B800490,34.0,20.0,,41.0,,1004,2015-05-27,,-121.7458,37.6147
562,CALWR_WQX-BL15B800719,96.0,,89.1,,,1001,2015-06-01,,-121.9197,38.0435
563,CALWR_WQX-BL15B800734,23.0,24.0,6.0,122.0,,1001,2015-06-01,,-121.64218889,37.9770583
564,CALWR_WQX-BL15B800750,24.0,22.0,5.4,101.0,,1001,2015-06-01,,-121.5702,37.891
565,CALWR_WQX-BL15B801485,,247.0,,,,1001,2015-05-18,,-121.9197,38.0435
566,CALWR_WQX-BL15B801486,,,,1993.0,,1001,2015-05-18,,-121.9197,38.0435
567,CALWR_WQX-BL15B801788,35.0,21.0,,42.0,,1004,2015-05-27,,-121.7458,37.6147
568,CALWR_WQX-BL15B802128,,260.0,,2020.0,,1001,2015-06-01,,-121.9197,38.0435
569,CALWR_WQX-BL15B802130,23.0,24.0,6.0,116.0,,1001,2015-06-01,,-121.64218889,37.9770583
570,CALWR_WQX-BL15B802556,84.0,,76.8,,,1001,2015-06-15,,-121.9197,38.0435
571,CALWR_WQX-BL15B802664,,226.0,,1760.0,,1001,2015-06-15,,-121.9197,38.0435
572,CALWR_WQX-BL15B802948,28.0,22.0,,103.0,,1004,2015-06-17,,-121.6203,37.8019
573,CALWR_WQX-BL15B802969,25.0,21.0,,96.0,,1004,2015-06-15,,-121.5574,37.8298
574,CALWR_WQX-BL15B802989,28.0,22.0,,96.0,,1004,2015-06-15,,-121.7419,37.6547
575,CALWR_WQX-BL15B803488,25.0,21.0,,98.0,,1004,2015-06-15,,-121.5574,37.8298
576,CALWR_WQX-BL15B804234,20.0,19.0,5.2,99.0,,1001,2015-07-06,,-121.64218889,37.9770583
577,CALWR_WQX-BL15B804250,21.0,18.0,4.7,91.0,,1001,2015-07-06,,-121.5702,37.891
578,CALWR_WQX-BL15B805494,25.0,20.0,,102.0,,1004,2015-07-15,,-121.6203,37.8019
579,CALWR_WQX-BL15B805514,22.0,19.0,,92.0,,1004,2015-07-13,,-121.5574,37.8298
580,CALWR_WQX-BL15B805534,26.0,21.0,,100.0,,1004,2015-07-13,,-121.7419,37.6547
581,CALWR_WQX-BL15B805652,143.0,,134.0,,,1001,2015-07-06,,-121.9197,38.0435
582,CALWR_WQX-BL15B805653,,424.0,,,,1001,2015-07-06,,-121.9197,38.0435
583,CALWR_WQX-BL15B805654,,,,3298.0,,1001,2015-07-06,,-121.9197,38.0435
584,CALWR_WQX-BL15B806214,88.0,,72.0,,,1001,2015-07-20,,-121.9197,38.0435
585,CALWR_WQX-BL15B807009,,220.0,,,,1001,2015-07-20,,-121.9197,38.0435
586,CALWR_WQX-BL15B807010,,,,1998.0,,1001,2015-07-20,,-121.9197,38.0435
587,CALWR_WQX-BL15B807669,18.0,17.0,4.3,94.0,,1001,2015-08-03,,-121.64218889,37.9770583
588,CALWR_WQX-BL15B807685,19.0,17.0,4.2,89.0,,1001,2015-08-03,,-121.5702,37.891
589,CALWR_WQX-BL15B809231,122.0,341.0,104.0,,,1001,2015-08-03,,-121.9197,38.0435
590,CALWR_WQX-BL15B809234,,,,2871.0,,1001,2015-08-03,,-121.9197,38.0435
591,CALWR_WQX-BL15B811293,122.0,,107.2,,,1001,2015-08-17,,-121.9197,38.0435
592,CALWR_WQX-BL15B811473,23.0,21.0,,104.0,,1004,2015-08-19,,-121.6203,37.8019
593,CALWR_WQX-BL15B811493,21.0,19.0,,94.0,,1004,2015-08-17,,-121.5574,37.8298
594,CALWR_WQX-BL15B811513,25.0,21.0,,106.0,,1004,2015-08-17,,-121.7419,37.6547
595,CALWR_WQX-BL15B812784,38.0,23.0,,48.0,,1004,2015-08-25,,-121.7458,37.6147
596,CALWR_WQX-BL15B812939,,342.0,,,,1001,2015-08-17,,-121.9197,38.0435
597,CALWR_WQX-BL15B812940,,,,2880.0,,1001,2015-08-17,,-121.9197,38.0435
598,CALWR_WQX-BL15B818188,,,,2580.0,,1001,2015-10-05,,-121.9197,38.0435
599,CALWR_WQX-BL15B818203,16.0,16.0,4.0,82.0,,1001,2015-10-05,,-121.64218889,37.9770583
600,CALWR_WQX-BL15B818219,18.0,16.0,4.0,83.0,,1001,2015-10-05,,-121.5702,37.891
601,CALWR_WQX-BL15B818456,122.0,,109.0,,,1001,2015-09-21,,-121.9197,38.0435
602,CALWR_WQX-BL15B818457,,332.0,,,,1001,2015-09-21,,-121.9197,38.0435
603,CALWR_WQX-BL15B818458,,,,2760.0,,1001,2015-09-21,,-121.9197,38.0435
604,CALWR_WQX-BL15B820336,18.0,16.0,,82.0,,1004,2015-10-20,,-121.6203,37.8019
605,CALWR_WQX-BL15B820356,19.0,17.0,,83.0,,1004,2015-10-19,,-121.5574,37.8298
606,CALWR_WQX-BL15B820376,18.0,16.0,,83.0,,1004,2015-10-19,,-121.7419,37.6547
607,CALWR_WQX-BL15B823068,112.0,312.0,96.7,,,1001,2015-10-05,,-121.9197,38.0435
608,CALWR_WQX-BL15B825445,110.0,309.0,93.5,2475.0,,1001,2015-11-18,,-121.9197,38.0435
609,CALWR_WQX-BL15B827229,125.0,348.0,110.3,2945.0,,1001,2015-12-07,,-121.9197,38.0435
610,CALWR_WQX-BL15B827244,20.0,20.0,5.5,115.0,,1001,2015-12-07,,-121.64218889,37.9770583
611,CALWR_WQX-BL15B827260,21.0,18.0,4.9,99.0,,1001,2015-12-07,,-121.5702,37.891
612,CALWR_WQX-BL15B828492,22.0,17.0,,89.0,,1004,2015-12-16,,-121.6203,37.8019
613,CALWR_WQX-BL15B829214,130.0,357.0,111.9,2990.0,,1001,2015-12-21,,-121.9197,38.0435
614,CALWR_WQX-BL16B831267,65.0,169.0,50.7,1283.0,,1001,2016-01-19,,-121.9197,38.0435
615,CALWR_WQX-BL16B833846,21.0,16.0,4.3,70.0,,1001,2016-02-03,,-121.64218889,37.9770583
616,CALWR_WQX-BL16B833862,22.0,15.0,4.2,61.0,,1001,2016-02-03,,-121.5702,37.891
617,CALWR_WQX-BL16B838387,18.0,11.0,2.3,27.0,,1001,2016-03-10,,-121.64218889,37.9770583
618,CALWR_WQX-BL16B838403,20.0,11.0,2.4,29.0,,1001,2016-03-10,,-121.5702,37.891
619,CALWR_WQX-BL16B839804,11.0,6.0,1.8,11.0,,1001,2016-03-22,,-121.9197,38.0435
620,CALWR_WQX-BL16B840726,11.0,6.0,1.9,11.0,,1001,2016-03-22,,-121.9197,38.0435
621,CALWR_WQX-BL16B841243,14.0,11.0,2.6,41.0,,1001,2016-04-07,,-121.9197,38.0435
622,CALWR_WQX-BL16B841258,16.0,9.0,2.3,21.0,,1001,2016-04-07,,-121.64218889,37.9770583
623,CALWR_WQX-BL16B841274,17.0,10.0,2.5,26.0,,1001,2016-04-07,,-121.5702,37.891
624,CALWR_WQX-BL16B842346,14.0,9.0,1.7,22.0,,1001,2016-04-19,,-121.9197,38.0435
625,CEDEN--2144485071,25.0,10.0,1.9,27.0,,RWB3_CC_2020,2020-02-06,,-122.36,37.1658
626,CEDEN--2144485715,28.0,12.0,2.4,31.0,,RWB3_CC_2020,2020-03-05,,-122.36,37.1658
627,CEDEN--2144492681,24.0,11.0,2.1,25.0,,RWB3_CC_2019,2019-12-19,,-122.36,37.1658
628,CEDEN--2144504761,27.0,11.0,2.1,28.0,,RWB3_CC_2020,2020-01-07,,-122.36,37.1658
629,CEDEN--2144509952,27.0,11.0,2.1,28.0,,RWB3_CC_2020,2020-01-07,,-122.36,37.1658
630,CEDEN--2144659489,28.0,12.0,2.4,28.0,,RWB3_CC_2019,2019-10-17,,-122.36,37.1658
631,CEDEN--2144660309,29.0,12.0,2.5,29.0,,RWB3_CC_2019,2019-10-17,,-122.36,37.1658
632,CEDEN--2144685235,22.0,9.3,2.0,23.0,,RWB3_CC_2019,2019-06-06,,-122.36,37.1658
633,CEDEN--2144687326,22.0,9.2,2.1,23.0,,RWB3_CC_2019,2019-06-06,,-122.36,37.1658
634,CEDEN--2144693509,24.0,10.0,2.3,27.0,,RWB3_CC_2019,2019-07-08,,-122.36,37.1658
635,CEDEN--2144694380,24.0,10.0,2.2,27.0,,RWB3_CC_2019,2019-07-08,,-122.36,37.1658
636,CEDEN--2144694876,25.0,11.0,2.3,28.0,,RWB3_CC_2019,2019-08-29,,-122.36,37.1658
637,CEDEN--2144744131,12.0,5.8,,16.0,,RWB3_CC_2019,2019-01-17,,-122.36,37.1658
638,CEDEN--2144745597,12.0,5.8,,16.0,,RWB3_CC_2019,2019-01-17,,-122.36,37.1658
639,CEDEN--2144746042,11.8,5.76,,16.0,,RWB3_CC_2019,2019-01-17,,-122.36,37.1658
640,CEDEN--2145063259,120.0,81.0,,64.0,,RWB3_Pajaro_2017_CWQ3,2017-07-06,,-121.511,36.9763
641,CEDEN--2145064823,,,2.8,,,SDGS_1-29,2018-01-08,,-122.025,37.595
642,CEDEN--2145066712,29.0,13.0,,32.0,,RWB3_CC_2018,2018-02-15,,-122.36,37.1658
643,CEDEN--2145069079,19.0,8.9,,23.0,,RWB3_CC_2017_CWQ1,2017-03-16,,-122.36,37.1658
644,CEDEN--2145075685,26.0,13.8,,51.2,,RWB3_CC_2017_CWQ3,2017-09-21,,-122.36,37.1658
645,CEDEN--2145088048,29.0,13.0,,44.0,,RWB3_CC_2018,2018-10-30,,-122.36,37.1658
646,CEDEN--2145089690,,,5.2,,,SDGS_1-29,2018-03-22,,-122.025,37.595
647,CEDEN--2145092898,80.0,55.0,,56.0,,RWB3_Pajaro_2017_CWQ2,2017-05-04,,-121.511,36.9763
648,CEDEN--2145094467,70.0,48.0,,56.0,,RWB3_Pajaro_2017_CWQ2,2017-04-06,,-121.511,36.9763
649,CEDEN--2145099582,39.0,27.0,,16.0,,RWB3_Pajaro_2017_CWQ1,2017-03-02,,-121.544,37.0314
650,CEDEN--2145100923,31.0,16.0,,11.0,,RWB3_Pajaro_2017_CWQ1,2017-03-02,,-121.531,36.9651
651,CEDEN--2145102736,,,3.2,,,SDGS_1-29,2017-11-16,,-122.025,37.595
652,CEDEN--2145107530,26.8,11.8,,31.5,,RWB3_CC_2017_CWQ3,2017-08-17,,-122.36,37.1658
653,CEDEN--2145111898,25.0,11.0,,30.0,,RWB3_CC_2018,2018-06-21,,-122.36,37.1658
654,CEDEN--2145117611,43.0,22.0,,16.0,,RWB3_Pajaro_2017_CWQ3,2017-07-06,,-121.531,36.9651
655,CEDEN--2145119788,29.0,13.0,,32.0,,RWB3_CC_2018,2018-02-15,,-122.36,37.1658
656,CEDEN--2145121378,30.0,13.0,,32.0,,RWB3_Pajaro_2017_CWQ4,2017-11-21,,-122.353,37.1752
657,CEDEN--2145122462,26.2,11.3,,30.3,,RWB3_CC_2018,2018-06-21,,-122.36,37.1658
658,CEDEN--2145124281,22.0,9.5,,25.0,,RWB3_CC_2018,2018-03-15,,-122.36,37.1658
659,CEDEN--2145127269,,17500.0,,,,RWB2_StevensCr_2016,2016-03-24,,-122.069,37.4008
660,CEDEN--2145129228,21.0,9.5,,25.0,,RWB3_Pajaro_2017_CWQ2,2017-05-18,,-122.353,37.1752
661,CEDEN--2145131566,22.0,11.0,,9.2,,RWB3_Pajaro_2017_CWQ1,2017-01-05,,-121.531,36.9651
662,CEDEN--2145133049,34.0,14.0,,39.0,,RWB3_Pajaro_2017_CWQ3,2017-08-17,,-122.353,37.1752
663,CEDEN--2145135380,24.8,11.7,,40.7,,RWB3_CC_2018,2018-05-17,,-122.36,37.1658
664,CEDEN--2145136072,31.0,16.0,,62.0,,RWB3_CC_2018,2018-11-27,,-122.36,37.1658
665,CEDEN--2145136809,13.0,6.8,,18.0,,RWB3_CC_2017_CWQ1,2017-02-16,,-122.36,37.1658
666,CEDEN--2145146341,25.0,11.0,,36.0,,RWB3_CC_2018,2018-05-17,,-122.36,37.1658
667,CEDEN--2145147090,29.0,14.0,,51.0,,RWB3_CC_2018,2018-12-19,,-122.36,37.1658
668,CEDEN--2145147576,14.0,6.9,,19.0,,RWB3_CC_2017_CWQ1,2017-01-19,,-122.36,37.1658
669,CEDEN--2145149150,17.0,7.6,,21.0,,RWB3_CC_2017_CWQ2,2017-04-19,,-122.36,37.1658
670,CEDEN--2145155068,28.0,12.0,,32.0,,RWB3_CC_2018,2018-09-18,,-122.36,37.1658
671,CEDEN--2145160298,,,3.9,,,SDGS_1-29,2018-03-01,,-122.025,37.595
672,CEDEN--2145169879,22.0,9.8,,26.0,,RWB3_CC_2017_CWQ2,2017-05-18,,-122.36,37.1658
673,CEDEN--2145176309,29.0,15.0,,11.0,,RWB3_Pajaro_2017_CWQ1,2017-02-02,,-121.531,36.9651
674,CEDEN--2145178174,31.0,14.0,,42.0,,RWB3_CC_2017_CWQ4,2017-11-21,,-122.36,37.1658
675,CEDEN--2145182699,27.4,12.1,,33.4,,RWB3_CC_2018,2018-08-30,,-122.36,37.1658
676,CEDEN--2145184050,36.0,25.0,,14.0,,RWB3_Pajaro_2017_CWQ1,2017-02-02,,-121.544,37.0314
677,CEDEN--2145184817,20.0,13.0,,11.0,,RWB3_Pajaro_2017_CWQ1,2017-01-05,,-121.544,37.0314
678,CEDEN--2145184868,13.0,6.8,,18.0,,RWB3_CC_2017_CWQ1,2017-02-16,,-122.36,37.1658
679,CEDEN--2145186415,27.0,12.0,,30.0,,RWB3_Pajaro_2017_CWQ4,2017-10-17,,-122.353,37.1752
680,CEDEN--2145189386,14.0,6.9,,19.0,,RWB3_CC_2017_CWQ1,2017-01-19,,-122.36,37.1658
681,CEDEN--2145196380,,4.72,13.4,,,14GSPPA,2014-09-25,,-121.911,37.326
682,CEDEN--2145198966,39.0,20.0,,16.0,,RWB3_Pajaro_2017_CWQ2,2017-04-06,,-121.531,36.9651
683,CEDEN--2145202230,39.0,20.0,,16.0,,RWB3_Pajaro_2017_CWQ2,2017-06-08,,-121.531,36.9651
684,CEDEN--2145202424,,,2.7,,,SDGS_1-29,2017-11-16,,-122.025,37.5966
685,CEDEN--2145209882,27.0,12.0,,33.0,,RWB3_CC_2017_CWQ4,2017-10-17,,-122.36,37.1658
686,CEDEN--2145217517,110.0,75.0,,75.0,,RWB3_Pajaro_2017_CWQ1,2017-03-02,,-121.51,36.9767
687,CEDEN--2145219012,17.0,7.6,,21.0,,RWB3_CC_2017_CWQ2,2017-04-19,,-122.36,37.1658
688,CEDEN--2145219135,19.3,8.91,,22.8,,RWB3_CC_2017_CWQ1,2017-03-16,,-122.36,37.1658
689,CEDEN--2145221220,31.0,14.0,,43.0,,RWB3_CC_2017_CWQ4,2017-11-21,,-122.36,37.1658
690,CEDEN--2145221441,32.0,14.0,,40.0,,RWB3_CC_2017_CWQ4,2017-12-19,,-122.36,37.1658
691,CEDEN--2145225799,17.4,7.57,,21.3,,RWB3_CC_2017_CWQ2,2017-04-19,,-122.36,37.1658
692,CEDEN--2145227490,120.0,81.0,,100.0,,RWB3_Pajaro_2017_CWQ4,2017-11-07,,-121.51,36.9767
693,CEDEN--2145230282,19.0,8.5,,22.0,,RWB3_Pajaro_2017_CWQ1,2017-03-16,,-122.353,37.1752
694,CEDEN--2145233074,55.0,38.0,,28.0,,RWB3_Pajaro_2017_CWQ1,2017-03-02,,-121.511,36.9763
695,CEDEN--2145235476,26.0,11.0,,30.0,,RWB3_CC_2017_CWQ2,2017-06-22,,-122.36,37.1658
696,CEDEN--2145237786,31.0,14.0,,40.0,,RWB3_CC_2017_CWQ4,2017-12-19,,-122.36,37.1658
697,CEDEN--2145249538,110.0,75.0,,91.0,,RWB3_Pajaro_2017_CWQ3,2017-07-06,,-121.51,36.9767
698,CEDEN--2145252057,100.0,74.0,,89.0,,RWB3_Pajaro_2017_CWQ1,2017-02-02,,-121.51,36.9767
699,CEDEN--2145253803,27.0,12.0,,34.0,,RWB3_CC_2018,2018-08-30,,-122.36,37.1658
700,CEDEN--2145254552,29.0,15.0,,53.0,,RWB3_CC_2018,2018-12-19,,-122.36,37.1658
701,CEDEN--2145256406,41.0,28.0,,18.0,,RWB3_Pajaro_2017_CWQ2,2017-05-04,,-121.544,37.0314
702,CEDEN--2145258923,19.0,8.8,,23.0,,RWB3_CC_2017_CWQ1,2017-03-16,,-122.36,37.1658
703,CEDEN--2145260206,130.0,90.0,,97.0,,RWB3_Pajaro_2017_CWQ4,2017-12-05,,-121.51,36.9767
704,CEDEN--2145260938,28.0,12.0,,33.0,,RWB3_CC_2018,2018-09-18,,-122.36,37.1658
705,CEDEN--2145260967,27.0,12.0,,31.0,,RWB3_CC_2017_CWQ3,2017-08-17,,-122.36,37.1658
706,CEDEN--2145263611,,,4.8,,,SDGS_1-29,2018-01-08,,-122.025,37.595
707,CEDEN--2145268910,22.0,9.8,,26.0,,RWB3_CC_2017_CWQ2,2017-05-18,,-122.36,37.1658
708,CEDEN--2145269379,,12700.0,,,,RWB2_StevensCr_2016,2016-03-24,,-122.064,37.3524
709,CEDEN--2145270383,,13000.0,,,,RWB2_StevensCr_2016,2016-03-24,,-122.062,37.3234
710,CEDEN--2145272466,,,3.0,,,SDGS_1-29,2018-03-16,,-122.025,37.595
711,CEDEN--2145273778,25.2,11.0,,29.5,,RWB3_CC_2017_CWQ2,2017-06-22,,-122.36,37.1658
712,CEDEN--2145280014,,,2.0,,,SDGS_1-29,2017-11-16,,-122.025,37.5966
713,CEDEN--2145288164,29.0,13.0,,45.0,,RWB3_CC_2018,2018-10-30,,-122.36,37.1658
714,CEDEN--2145293134,,9.2,18.6,,,14GSPPA,2014-09-25,,-121.905,37.3262
715,CEDEN--2145293420,120.0,88.0,,80.0,,RWB3_Pajaro_2017_CWQ4,2017-11-07,,-121.511,36.9763
716,CEDEN--2145295969,96.0,74.0,,65.0,,RWB3_Pajaro_2017_CWQ4,2017-10-03,,-121.511,36.9763
717,CEDEN--2145297182,100.0,69.0,,98.0,,RWB3_Pajaro_2017_CWQ4,2017-10-03,,-121.51,36.9767
718,CEDEN--2145302567,26.0,12.0,,32.0,,RWB3_Pajaro_2017_CWQ3,2017-09-21,,-122.353,37.1752
719,CEDEN--2145318310,38.0,27.0,,18.0,,RWB3_Pajaro_2017_CWQ2,2017-04-06,,-121.544,37.0314
720,CEDEN--2145320010,,,5.9,,,SDGS_1-29,2018-03-01,,-122.025,37.595
721,CEDEN--2145330913,110.0,84.0,,85.0,,RWB3_Pajaro_2017_CWQ2,2017-04-06,,-121.51,36.9767
722,CEDEN--2145332817,13.0,6.3,,17.0,,RWB3_Pajaro_2017_CWQ1,2017-02-16,,-122.353,37.1752
723,CEDEN--2145339062,,,2.9,,,SDGS_1-29,2018-03-22,,-122.025,37.595
724,CEDEN--2145340082,89.0,51.0,,54.0,,RWB3_Pajaro_2017_CWQ4,2017-12-05,,-121.531,36.9651
725,CEDEN--2145341382,25.0,11.0,,28.0,,RWB3_Pajaro_2017_CWQ2,2017-06-22,,-122.353,37.1752
726,CEDEN--2145342088,25.0,12.0,,41.0,,RWB3_CC_2018,2018-05-17,,-122.36,37.1658
727,CEDEN--2145343553,27.0,14.0,,52.0,,RWB3_CC_2017_CWQ3,2017-09-21,,-122.36,37.1658
728,CEDEN--2145345711,100.0,67.0,,100.0,,RWB3_Pajaro_2017_CWQ3,2017-08-03,,-121.51,36.9767
729,CEDEN--2145348575,100.0,74.0,,70.0,,RWB3_Pajaro_2017_CWQ2,2017-06-08,,-121.511,36.9763
730,CEDEN--2145352729,110.0,79.0,,66.0,,RWB3_Pajaro_2017_CWQ3,2017-09-07,,-121.511,36.9763
731,CEDEN--2145361240,28.0,12.0,,28.0,,RWB3_Pajaro_2017_CWQ3,2017-07-20,,-122.353,37.1752
732,CEDEN--2145372152,23.0,10.0,,25.0,,RWB3_CC_2018,2018-03-15,,-122.36,37.1658
733,CEDEN--2145372816,110.0,83.0,,85.0,,RWB3_Pajaro_2017_CWQ2,2017-05-04,,-121.51,36.9767
734,CEDEN--2145373139,28.0,12.0,,29.0,,RWB3_CC_2017_CWQ3,2017-07-20,,-122.36,37.1658
735,CEDEN--2145373462,110.0,83.0,,92.0,,RWB3_Pajaro_2017_CWQ2,2017-06-08,,-121.51,36.9767
736,CEDEN--2145376847,27.0,13.0,,33.0,,RWB3_CC_2017_CWQ4,2017-10-17,,-122.36,37.1658
737,CEDEN--2145377167,17.0,7.3,,21.0,,RWB3_Pajaro_2017_CWQ2,2017-04-19,,-122.353,37.1752
738,CEDEN--2145382731,28.0,12.0,,29.0,,RWB3_CC_2017_CWQ3,2017-07-20,,-122.36,37.1658
739,CEDEN--2145385562,13.0,6.5,,18.0,,RWB3_Pajaro_2017_CWQ1,2017-01-19,,-122.353,37.1752
740,CEDEN--2145386902,92.0,58.0,,95.0,,RWB3_Pajaro_2017_CWQ3,2017-09-07,,-121.51,36.9767
741,CEDEN--2145387372,,12500.0,,,,RWB2_StevensCr_2016,2016-03-24,,-122.064,37.3132
742,CEDEN--2145387987,32.2,16.1,,61.0,,RWB3_CC_2018,2018-11-27,,-122.36,37.1658
743,CEDEN--2145398209,27.0,12.0,,32.0,,RWB3_CC_2017_CWQ3,2017-08-17,,-122.36,37.1658
744,CEDEN--2145398479,40.0,20.0,,16.0,,RWB3_Pajaro_2017_CWQ2,2017-05-04,,-121.531,36.9651
745,CEDEN--2145400767,33.0,16.0,,60.0,,RWB3_CC_2018,2018-11-27,,-122.36,37.1658
746,CEDEN--2145403545,31.0,13.0,,33.0,,RWB3_Pajaro_2017_CWQ4,2017-12-19,,-122.353,37.1752
747,CEDEN--2145405103,35.0,23.0,,36.0,,RWB3_Pajaro_2017_CWQ1,2017-01-05,,-121.51,36.9767
748,CEDEN--2145405788,20.0,12.0,,13.0,,RWB3_Pajaro_2017_CWQ1,2017-01-05,,-121.511,36.9763
749,CEDEN--2145407806,27.0,11.0,,29.0,,RWB3_CC_2018,2018-07-19,,-122.36,37.1658
750,CEDEN--2145408075,,,3.5,,,SDGS_1-29,2017-11-16,,-122.025,37.595
