,ActivityIdentifier,Enterococcus,Fecal Coliform,Total Coliform
7475,21CABCH-369393,10.0,10.0,10.0
7476,21CABCH-369395,63.0,31.0,86.0
7477,21CABCH-369425,10.0,10.0,20.0
7478,21CABCH-369427,10.0,10.0,20.0
7479,21CABCH-369429,10.0,10.0,10.0
7480,21CABCH-369431,10.0,10.0,20.0
7481,21CABCH-369433,30.0,10.0,110.0
7482,21CABCH-369435,10.0,10.0,10.0
7483,21CABCH-369437,10.0,10.0,10.0
7484,21CABCH-369439,10.0,10.0,10.0
7485,21CABCH-369441,10.0,10.0,52.0
7486,21CABCH-369443,216.0,305.0,563.0
7487,21CABCH-369445,10.0,10.0,2224.0
7488,21CABCH-369447,31.0,98.0,98.0
7489,21CABCH-369449,10.0,30.0,62.0
7490,21CABCH-369451,10.0,10.0,10.0
7491,21CABCH-369453,10.0,52.0,110.0
7492,21CABCH-369463,10.0,20.0,20.0
7493,21CABCH-369465,75.0,10.0,20.0
7494,21CABCH-369467,10.0,10.0,10.0
7495,21CABCH-369469,10.0,20.0,86.0
7496,21CABCH-369829,2755.0,2014.0,24196.0
7497,21CABCH-369831,2481.0,2310.0,24196.0
7498,21CABCH-369833,10.0,10.0,135.0
7499,21CABCH-369835,41.0,41.0,785.0
7500,21CABCH-369843,10.0,20.0,31.0
7501,21CABCH-369845,41.0,663.0,771.0
7502,21CABCH-369847,52.0,86.0,1274.0
7503,21CABCH-369849,10.0,10.0,121.0
7504,21CABCH-369851,10.0,20.0,295.0
7505,21CABCH-369865,10.0,10.0,31.0
7506,21CABCH-369867,10.0,10.0,52.0
7507,21CABCH-369871,1935.0,1086.0,17329.0
7508,21CABCH-369873,350.0,309.0,4352.0
7509,21CABCH-369883,31.0,52.0,749.0
7510,21CABCH-369885,85.0,134.0,1723.0
7511,21CABCH-369887,10.0,10.0,63.0
7512,21CABCH-369889,10.0,31.0,323.0
7513,21CABCH-369891,98.0,121.0,2046.0
7514,21CABCH-369893,84.0,161.0,1210.0
7515,21CABCH-369895,520.0,880.0,15531.0
7516,21CABCH-369897,10.0,10.0,10.0
7517,21CABCH-369899,10.0,10.0,135.0
7518,21CABCH-369901,10.0,10.0,20.0
7519,21CABCH-369903,10.0,10.0,201.0
7520,21CABCH-369905,31.0,20.0,282.0
7521,21CABCH-369907,31.0,121.0,855.0
7522,21CABCH-378169,10.0,504.0,1860.0
7523,21CABCH-378171,10.0,74.0,1607.0
7524,21CABCH-378173,10.0,31.0,243.0
7525,21CABCH-378175,10.0,10.0,97.0
7526,21CABCH-378185,98.0,496.0,1354.0
7527,21CABCH-378187,20.0,63.0,275.0
7528,21CABCH-378189,10.0,10.0,10.0
7529,21CABCH-378191,10.0,10.0,10.0
7530,21CABCH-378193,10.0,10.0,86.0
7531,21CABCH-378195,10.0,20.0,20.0
7532,21CABCH-378207,10.0,10.0,10.0
7533,21CABCH-378209,10.0,10.0,41.0
7534,21CABCH-378213,10.0,10.0,1354.0
7535,21CABCH-378215,10.0,10.0,41.0
7536,21CABCH-378225,10.0,10.0,86.0
7537,21CABCH-378227,10.0,10.0,52.0
7538,21CABCH-378229,10.0,10.0,63.0
7539,21CABCH-378231,10.0,10.0,52.0
7540,21CABCH-378233,10.0,10.0,31.0
7541,21CABCH-378235,30.0,10.0,886.0
7542,21CABCH-378237,10.0,20.0,345.0
7543,21CABCH-378239,10.0,10.0,10.0
7544,21CABCH-378241,10.0,10.0,10.0
7545,21CABCH-378243,10.0,10.0,10.0
7546,21CABCH-378245,10.0,10.0,10.0
7547,21CABCH-378247,10.0,10.0,10.0
7548,21CABCH-378249,10.0,10.0,31.0
7549,21CABCH-378251,10.0,10.0,20.0
7550,21CABCH-378587,10.0,31.0,557.0
7551,21CABCH-378589,10.0,10.0,52.0
7552,21CABCH-378595,20.0,20.0,63.0
7553,21CABCH-378597,10.0,10.0,31.0
7554,21CABCH-378599,10.0,10.0,74.0
7555,21CABCH-378605,10.0,85.0,121.0
7556,21CABCH-378607,10.0,20.0,441.0
7557,21CABCH-378613,10.0,20.0,31.0
7558,21CABCH-378615,10.0,10.0,145.0
7559,21CABCH-378617,10.0,10.0,10.0
7560,21CABCH-378619,10.0,10.0,10.0
7561,21CABCH-378621,10.0,10.0,10.0
7562,21CABCH-378623,10.0,10.0,10.0
7563,21CABCH-378625,10.0,10.0,10.0
7564,21CABCH-378725,75.0,368.0,4352.0
7565,21CABCH-378727,10.0,10.0,20.0
7566,21CABCH-378733,10.0,1014.0,1467.0
7567,21CABCH-378735,10.0,10.0,10.0
7568,21CABCH-378737,10.0,10.0,63.0
7569,21CABCH-378745,10.0,10.0,10.0
7570,21CABCH-378749,10.0,135.0,203.0
7571,21CABCH-378755,10.0,10.0,20.0
7572,21CABCH-378757,10.0,10.0,31.0
7573,21CABCH-378759,10.0,10.0,41.0
7574,21CABCH-378761,10.0,10.0,96.0
7575,21CABCH-378763,10.0,10.0,10.0
7576,21CABCH-378765,10.0,10.0,20.0
7577,21CABCH-378767,10.0,10.0,10.0
7578,21CABCH-379037,10.0,10.0,3448.0
7579,21CABCH-379039,10.0,10.0,10.0
7580,21CABCH-379045,10.0,158.0,199.0
7581,21CABCH-379047,10.0,10.0,10.0
7582,21CABCH-379049,10.0,20.0,31.0
7583,21CABCH-379055,10.0,10.0,10.0
7584,21CABCH-379059,20.0,86.0,960.0
7585,21CABCH-379065,10.0,10.0,10.0
7586,21CABCH-379067,10.0,10.0,52.0
7587,21CABCH-379069,10.0,10.0,1110.0
7588,21CABCH-379071,20.0,10.0,134.0
7589,21CABCH-379073,10.0,10.0,10.0
7590,21CABCH-379075,10.0,10.0,10.0
7591,21CABCH-379077,10.0,20.0,134.0
7592,21CABCH-379197,10.0,20.0,1162.0
7593,21CABCH-379199,10.0,10.0,10.0
7594,21CABCH-379205,85.0,410.0,1607.0
7595,21CABCH-379207,10.0,10.0,10.0
7596,21CABCH-379209,10.0,10.0,10.0
7597,21CABCH-379217,10.0,10.0,169.0
7598,21CABCH-379221,10.0,10.0,31.0
7599,21CABCH-379227,10.0,10.0,52.0
7600,21CABCH-379229,10.0,10.0,10.0
7601,21CABCH-379231,10.0,10.0,10.0
7602,21CABCH-379233,10.0,96.0,473.0
7603,21CABCH-379235,10.0,10.0,10.0
7604,21CABCH-379237,10.0,10.0,10.0
7605,21CABCH-379239,10.0,10.0,10.0
7606,21CABCH-379559,10.0,20.0,816.0
7607,21CABCH-379565,10.0,10.0,109.0
7608,21CABCH-379567,10.0,10.0,75.0
7609,21CABCH-379569,-99.0,10.0,10.0
7610,21CABCH-379575,10.0,10.0,10.0
7611,21CABCH-379577,10.0,31.0,1467.0
7612,21CABCH-379583,10.0,10.0,158.0
7613,21CABCH-379585,10.0,10.0,10.0
7614,21CABCH-379587,10.0,10.0,10.0
7615,21CABCH-379589,10.0,20.0,504.0
7616,21CABCH-379591,10.0,10.0,20.0
7617,21CABCH-379593,10.0,10.0,31.0
7618,21CABCH-379595,10.0,10.0,10.0
7619,21CABCH-379713,10.0,98.0,213.0
7620,21CABCH-379715,10.0,10.0,63.0
7621,21CABCH-379719,10.0,10.0,10.0
7622,21CABCH-379725,10.0,10.0,327.0
7623,21CABCH-379727,10.0,10.0,10.0
7624,21CABCH-379729,10.0,10.0,10.0
7625,21CABCH-379731,10.0,10.0,10.0
7626,21CABCH-379733,10.0,10.0,420.0
7627,21CABCH-381511,10.0,10.0,3076.0
7628,21CABCH-381513,10.0,10.0,20.0
7629,21CABCH-381519,10.0,20.0,63.0
7630,21CABCH-381521,10.0,10.0,10.0
7631,21CABCH-381523,10.0,10.0,10.0
7632,21CABCH-381527,10.0,10.0,10.0
7633,21CABCH-381531,20.0,98.0,2613.0
7634,21CABCH-381537,10.0,10.0,52.0
7635,21CABCH-381539,10.0,10.0,10.0
7636,21CABCH-381541,10.0,10.0,10.0
7637,21CABCH-381543,10.0,10.0,20.0
7638,21CABCH-381545,10.0,10.0,20.0
7639,21CABCH-381547,10.0,10.0,10.0
7640,21CABCH-381769,20.0,20.0,1664.0
7641,21CABCH-381771,31.0,20.0,20.0
7642,21CABCH-381777,10.0,185.0,228.0
7643,21CABCH-381779,10.0,10.0,52.0
7644,21CABCH-381781,10.0,10.0,10.0
7645,21CABCH-381787,10.0,10.0,10.0
7646,21CABCH-381791,10.0,10.0,52.0
7647,21CABCH-381797,10.0,10.0,10.0
7648,21CABCH-381799,10.0,10.0,10.0
7649,21CABCH-381801,10.0,10.0,10.0
7650,21CABCH-381803,10.0,10.0,10.0
7651,21CABCH-381805,52.0,10.0,10.0
7652,21CABCH-381807,10.0,10.0,10.0
7653,21CABCH-382013,10.0,10.0,3873.0
7654,21CABCH-382015,10.0,10.0,10.0
7655,21CABCH-382021,10.0,41.0,63.0
7656,21CABCH-382023,10.0,10.0,10.0
7657,21CABCH-382025,10.0,10.0,10.0
7658,21CABCH-382033,10.0,10.0,10.0
7659,21CABCH-382037,30.0,63.0,5794.0
7660,21CABCH-382043,10.0,10.0,10.0
7661,21CABCH-382045,10.0,10.0,20.0
7662,21CABCH-382047,10.0,10.0,20.0
7663,21CABCH-382049,10.0,10.0,10.0
7664,21CABCH-382051,31.0,10.0,86.0
7665,21CABCH-382053,10.0,10.0,10.0
7666,21CABCH-382055,10.0,10.0,20.0
7667,21CABCH-382057,10.0,10.0,20.0
7668,21CABCH-382115,10.0,75.0,4352.0
7669,21CABCH-382117,10.0,10.0,31.0
7670,21CABCH-382123,10.0,75.0,175.0
7671,21CABCH-382125,41.0,10.0,158.0
7672,21CABCH-382127,10.0,10.0,41.0
7673,21CABCH-382135,10.0,10.0,10.0
7674,21CABCH-382139,10.0,98.0,9804.0
7675,21CABCH-382145,10.0,10.0,226.0
7676,21CABCH-382147,10.0,10.0,10.0
7677,21CABCH-382149,10.0,10.0,10.0
7678,21CABCH-382151,10.0,10.0,63.0
7679,21CABCH-382153,10.0,10.0,10.0
7680,21CABCH-382155,10.0,10.0,10.0
7681,21CABCH-382187,20.0,20.0,379.0
7682,21CABCH-382189,10.0,148.0,218.0
7683,21CABCH-382191,10.0,10.0,41.0
7684,21CABCH-382193,10.0,243.0,393.0
7685,21CABCH-382195,216.0,259.0,1376.0
7686,21CABCH-382197,135.0,364.0,2613.0
7687,21CABCH-382199,10.0,20.0,121.0
7688,21CABCH-382201,20.0,41.0,350.0
7689,21CABCH-382203,10.0,84.0,364.0
7690,21CABCH-382205,85.0,122.0,909.0
7691,21CABCH-382207,199.0,146.0,1050.0
7692,21CABCH-382209,265.0,301.0,11199.0
7693,21CABCH-382211,20.0,10.0,181.0
7694,21CABCH-382213,10.0,10.0,75.0
7695,21CABCH-382215,10.0,10.0,63.0
7696,21CABCH-382217,41.0,31.0,327.0
7697,21CABCH-382219,10.0,10.0,108.0
7698,21CABCH-382221,20.0,10.0,10.0
7699,21CABCH-382223,10.0,10.0,10.0
7700,21CABCH-382225,10.0,10.0,31.0
7701,21CABCH-382247,10.0,10.0,41.0
7702,21CABCH-382249,10.0,10.0,10.0
7703,21CABCH-382251,10.0,10.0,20.0
7704,21CABCH-382253,10.0,10.0,85.0
7705,21CABCH-382255,10.0,10.0,10.0
7706,21CABCH-382257,10.0,20.0,85.0
7707,21CABCH-382259,10.0,10.0,10.0
7708,21CABCH-382261,10.0,10.0,30.0
7709,21CABCH-382263,10.0,31.0,75.0
7710,21CABCH-382265,10.0,10.0,31.0
7711,21CABCH-382267,20.0,10.0,145.0
7712,21CABCH-382269,10.0,10.0,10.0
7713,21CABCH-382271,10.0,20.0,52.0
7714,21CABCH-382273,10.0,10.0,74.0
7715,21CABCH-382275,10.0,10.0,20.0
7716,21CABCH-382289,97.0,41.0,1162.0
7717,21CABCH-382291,10.0,10.0,10.0
7718,21CABCH-382293,10.0,10.0,41.0
7719,21CABCH-382295,10.0,10.0,10.0
7720,21CABCH-382297,10.0,10.0,97.0
7721,21CABCH-382335,10.0,10.0,20.0
7722,21CABCH-382337,10.0,10.0,63.0
7723,21CABCH-382339,10.0,10.0,75.0
7724,21CABCH-382341,20.0,10.0,52.0
7725,21CABCH-382343,20.0,20.0,31.0
7726,21CABCH-382345,52.0,52.0,556.0
7727,21CABCH-382347,30.0,30.0,199.0
7728,21CABCH-382349,10.0,10.0,279.0
7729,21CABCH-382351,41.0,41.0,134.0
7730,21CABCH-382353,1918.0,2603.0,7701.0
7731,21CABCH-382355,20.0,41.0,189.0
7732,21CABCH-382357,41.0,20.0,565.0
7733,21CABCH-382359,10.0,10.0,10.0
7734,21CABCH-382361,10.0,63.0,203.0
7735,21CABCH-382363,41.0,146.0,663.0
7736,21CABCH-382365,74.0,41.0,369.0
7737,21CABCH-382367,10.0,10.0,31.0
7738,21CABCH-382369,10.0,10.0,10.0
7739,21CABCH-382371,10.0,10.0,108.0
7740,21CABCH-382373,10.0,10.0,10.0
7741,21CABCH-382375,10.0,10.0,41.0
7742,21CABCH-382397,10.0,10.0,30.0
7743,21CABCH-382399,10.0,10.0,10.0
7744,21CABCH-382401,10.0,10.0,10.0
7745,21CABCH-382403,10.0,10.0,41.0
7746,21CABCH-382405,10.0,10.0,10.0
7747,21CABCH-382407,10.0,10.0,41.0
7748,21CABCH-382409,10.0,10.0,10.0
7749,21CABCH-382411,10.0,10.0,10.0
7750,21CABCH-382413,10.0,10.0,10.0
7751,21CABCH-382415,10.0,10.0,10.0
7752,21CABCH-382417,10.0,10.0,52.0
7753,21CABCH-382419,10.0,10.0,10.0
7754,21CABCH-382421,10.0,10.0,20.0
7755,21CABCH-382423,10.0,10.0,10.0
7756,21CABCH-382435,10.0,10.0,31.0
7757,21CABCH-382437,10.0,10.0,10.0
7758,21CABCH-382439,1439.0,10.0,529.0
7759,21CABCH-382441,10.0,10.0,30.0
7760,21CABCH-382443,10.0,10.0,10.0
7761,21CABCH-382445,10.0,10.0,98.0
7762,21CABCH-382471,10.0,41.0,110.0
7763,21CABCH-382473,10.0,10.0,10.0
7764,21CABCH-382475,10.0,10.0,20.0
7765,21CABCH-382477,10.0,10.0,10.0
7766,21CABCH-382479,10.0,10.0,41.0
7767,21CABCH-382481,10.0,41.0,120.0
7768,21CABCH-382483,10.0,10.0,10.0
7769,21CABCH-382485,31.0,331.0,1376.0
7770,21CABCH-382487,10.0,10.0,156.0
7771,21CABCH-382489,10.0,10.0,10.0
7772,21CABCH-382491,10.0,10.0,85.0
7773,21CABCH-382493,20.0,132.0,197.0
7774,21CABCH-382495,10.0,10.0,10.0
7775,21CABCH-382497,10.0,10.0,121.0
7776,21CABCH-382499,10.0,10.0,20.0
7777,21CABCH-382501,31.0,10.0,10.0
7778,21CABCH-382531,10.0,10.0,20.0
7779,21CABCH-382533,10.0,10.0,20.0
7780,21CABCH-382535,10.0,10.0,10.0
7781,21CABCH-382537,10.0,10.0,31.0
7782,21CABCH-382539,10.0,10.0,10.0
7783,21CABCH-382541,10.0,10.0,20.0
7784,21CABCH-382543,10.0,10.0,10.0
7785,21CABCH-382545,10.0,10.0,10.0
7786,21CABCH-382547,10.0,10.0,10.0
7787,21CABCH-382549,10.0,10.0,10.0
7788,21CABCH-382551,10.0,10.0,20.0
7789,21CABCH-382553,10.0,10.0,20.0
7790,21CABCH-382563,10.0,10.0,10.0
7791,21CABCH-382565,10.0,10.0,31.0
7792,21CABCH-382567,10.0,10.0,10.0
7793,21CABCH-382569,10.0,10.0,10.0
7794,21CABCH-382861,10.0,41.0,4106.0
7795,21CABCH-382863,10.0,10.0,10.0
7796,21CABCH-382869,20.0,41.0,52.0
7797,21CABCH-382871,10.0,10.0,10.0
7798,21CABCH-382873,10.0,10.0,10.0
7799,21CABCH-382881,10.0,10.0,10.0
7800,21CABCH-382885,10.0,10.0,743.0
7801,21CABCH-382891,10.0,10.0,52.0
7802,21CABCH-382893,10.0,10.0,75.0
7803,21CABCH-382895,10.0,10.0,10.0
7804,21CABCH-382897,10.0,10.0,10.0
7805,21CABCH-382899,10.0,63.0,122.0
7806,21CABCH-382901,20.0,41.0,109.0
7807,21CABCH-382937,10.0,31.0,52.0
7808,21CABCH-382939,10.0,10.0,213.0
7809,21CABCH-382941,10.0,20.0,155.0
7810,21CABCH-382943,86.0,262.0,279.0
7811,21CABCH-382945,10.0,10.0,20.0
7812,21CABCH-382947,20.0,31.0,189.0
7813,21CABCH-382949,20.0,52.0,262.0
7814,21CABCH-382951,10.0,41.0,63.0
7815,21CABCH-382953,10.0,20.0,84.0
7816,21CABCH-382955,10.0,146.0,1935.0
7817,21CABCH-382957,52.0,10.0,41.0
7818,21CABCH-382959,30.0,31.0,122.0
7819,21CABCH-382961,10.0,10.0,31.0
7820,21CABCH-382963,10.0,31.0,74.0
7821,21CABCH-382965,20.0,109.0,563.0
7822,21CABCH-382967,10.0,10.0,145.0
7823,21CABCH-382969,10.0,620.0,620.0
7824,21CABCH-382971,10.0,10.0,10.0
7825,21CABCH-382973,10.0,10.0,10.0
7826,21CABCH-382975,10.0,10.0,10.0
7827,21CABCH-382977,10.0,10.0,10.0
7828,21CABCH-383003,10.0,10.0,10.0
7829,21CABCH-383005,10.0,10.0,86.0
7830,21CABCH-383007,10.0,10.0,10.0
7831,21CABCH-383009,10.0,10.0,122.0
7832,21CABCH-383011,10.0,10.0,10.0
7833,21CABCH-383013,10.0,10.0,10.0
7834,21CABCH-383015,10.0,10.0,10.0
7835,21CABCH-383017,10.0,10.0,10.0
7836,21CABCH-383019,10.0,10.0,31.0
7837,21CABCH-383021,10.0,10.0,10.0
7838,21CABCH-383023,10.0,10.0,10.0
7839,21CABCH-383025,10.0,20.0,20.0
7840,21CABCH-383027,10.0,10.0,10.0
7841,21CABCH-383029,20.0,10.0,31.0
7842,21CABCH-383031,10.0,10.0,10.0
7843,21CABCH-383043,10.0,10.0,10.0
7844,21CABCH-383045,10.0,10.0,10.0
7845,21CABCH-383047,10.0,10.0,2481.0
7846,21CABCH-383049,10.0,10.0,10.0
7847,21CABCH-383051,10.0,10.0,20.0
7848,21CABCH-384083,10.0,173.0,1529.0
7849,21CABCH-384085,10.0,10.0,10.0
7850,21CABCH-384091,10.0,122.0,389.0
7851,21CABCH-384093,10.0,10.0,30.0
7852,21CABCH-384095,10.0,10.0,10.0
7853,21CABCH-384103,10.0,10.0,10.0
7854,21CABCH-384107,10.0,10.0,110.0
7855,21CABCH-384113,10.0,10.0,41.0
7856,21CABCH-384115,10.0,10.0,52.0
7857,21CABCH-384117,185.0,10.0,10.0
7858,21CABCH-384119,10.0,10.0,10.0
7859,21CABCH-384121,10.0,10.0,10.0
7860,21CABCH-384123,10.0,10.0,20.0
7861,21CABCH-384125,10.0,10.0,10.0
7862,21CABCH-384349,10.0,97.0,691.0
7863,21CABCH-384351,10.0,10.0,10.0
7864,21CABCH-384357,10.0,41.0,41.0
7865,21CABCH-384359,10.0,10.0,10.0
7866,21CABCH-384361,10.0,20.0,41.0
7867,21CABCH-384365,10.0,10.0,10.0
7868,21CABCH-384369,10.0,10.0,231.0
7869,21CABCH-384375,20.0,10.0,10.0
7870,21CABCH-384377,10.0,10.0,10.0
7871,21CABCH-384379,10.0,10.0,10.0
7872,21CABCH-384381,10.0,10.0,10.0
7873,21CABCH-384383,10.0,10.0,10.0
7874,21CABCH-384385,10.0,10.0,10.0
7875,21CABCH-384440,52.0,75.0,548.0
7876,21CABCH-384441,52.0,75.0,548.0
7877,21CABCH-384442,52.0,75.0,548.0
7878,21CABCH-384443,10.0,109.0,228.0
7879,21CABCH-384444,10.0,109.0,228.0
7880,21CABCH-384445,10.0,109.0,228.0
7881,21CABCH-384446,30.0,134.0,2481.0
7882,21CABCH-384447,30.0,134.0,2481.0
7883,21CABCH-384448,30.0,134.0,2481.0
7884,21CABCH-384449,10.0,10.0,10.0
7885,21CABCH-384450,10.0,10.0,10.0
7886,21CABCH-384451,10.0,10.0,10.0
7887,21CABCH-384452,10.0,30.0,109.0
7888,21CABCH-384453,10.0,30.0,109.0
7889,21CABCH-384454,10.0,30.0,109.0
7890,21CABCH-384455,10.0,10.0,10.0
7891,21CABCH-384456,10.0,10.0,10.0
7892,21CABCH-384457,10.0,10.0,10.0
7893,21CABCH-384458,10.0,10.0,41.0
7894,21CABCH-384459,10.0,10.0,41.0
7895,21CABCH-384460,10.0,10.0,41.0
7896,21CABCH-384461,41.0,10.0,10.0
7897,21CABCH-384462,41.0,10.0,10.0
7898,21CABCH-384463,41.0,10.0,10.0
7899,21CABCH-384464,41.0,109.0,1935.0
7900,21CABCH-384465,41.0,109.0,1935.0
7901,21CABCH-384466,41.0,109.0,1935.0
7902,21CABCH-384467,10.0,10.0,10.0
7903,21CABCH-384468,10.0,10.0,10.0
7904,21CABCH-384469,10.0,10.0,10.0
7905,21CABCH-384470,10.0,10.0,10.0
7906,21CABCH-384471,10.0,10.0,10.0
7907,21CABCH-384472,10.0,10.0,10.0
7908,21CABCH-384473,10.0,10.0,10.0
7909,21CABCH-384474,10.0,10.0,10.0
7910,21CABCH-384475,10.0,10.0,10.0
7911,21CABCH-384476,10.0,20.0,120.0
7912,21CABCH-384477,10.0,20.0,120.0
7913,21CABCH-384478,10.0,20.0,120.0
7914,21CABCH-384479,10.0,10.0,10.0
7915,21CABCH-384480,10.0,10.0,10.0
7916,21CABCH-384481,10.0,10.0,10.0
7917,21CABCH-384482,10.0,10.0,31.0
7918,21CABCH-384483,10.0,10.0,31.0
7919,21CABCH-384484,10.0,10.0,31.0
7920,21CABCH-384485,20.0,20.0,52.0
7921,21CABCH-384486,20.0,20.0,52.0
7922,21CABCH-384487,20.0,20.0,52.0
7923,21CABCH-384488,10.0,10.0,161.0
7924,21CABCH-384489,10.0,10.0,161.0
7925,21CABCH-384490,10.0,10.0,161.0
7926,21CABCH-384491,10.0,10.0,20.0
7927,21CABCH-384492,10.0,10.0,20.0
7928,21CABCH-384493,10.0,10.0,20.0
7929,21CABCH-386115,10.0,158.0,723.0
7930,21CABCH-386117,41.0,148.0,1607.0
7931,21CABCH-386119,10.0,75.0,882.0
7932,21CABCH-386121,10.0,10.0,31.0
7933,21CABCH-386123,10.0,10.0,10.0
7934,21CABCH-386125,10.0,10.0,10.0
7935,21CABCH-386139,20.0,265.0,327.0
7936,21CABCH-386141,10.0,41.0,52.0
7937,21CABCH-386143,173.0,213.0,2142.0
7938,21CABCH-386145,10.0,10.0,10.0
7939,21CABCH-386147,10.0,10.0,20.0
7940,21CABCH-386149,10.0,10.0,10.0
7941,21CABCH-386151,10.0,10.0,10.0
7942,21CABCH-386153,10.0,20.0,52.0
7943,21CABCH-386155,10.0,10.0,41.0
7944,21CABCH-386173,10.0,10.0,10.0
7945,21CABCH-386175,10.0,10.0,10.0
7946,21CABCH-386177,10.0,10.0,10.0
7947,21CABCH-386185,10.0,10.0,441.0
7948,21CABCH-386187,10.0,10.0,1376.0
7949,21CABCH-386189,10.0,10.0,10.0
7950,21CABCH-386203,10.0,10.0,10.0
7951,21CABCH-386205,10.0,10.0,86.0
7952,21CABCH-386207,10.0,10.0,10.0
7953,21CABCH-386209,10.0,10.0,171.0
7954,21CABCH-386211,10.0,10.0,119.0
7955,21CABCH-386213,10.0,20.0,74.0
7956,21CABCH-386215,20.0,31.0,41.0
7957,21CABCH-386217,10.0,10.0,20.0
7958,21CABCH-386219,10.0,20.0,31.0
7959,21CABCH-386221,10.0,10.0,10.0
7960,21CABCH-386223,10.0,10.0,10.0
7961,21CABCH-386225,10.0,10.0,10.0
7962,21CABCH-386227,10.0,10.0,20.0
7963,21CABCH-386229,10.0,10.0,10.0
7964,21CABCH-386231,10.0,10.0,10.0
7965,21CABCH-386233,10.0,10.0,10.0
7966,21CABCH-386235,10.0,10.0,10.0
7967,21CABCH-386237,10.0,52.0,63.0
7968,21CABCH-386239,10.0,10.0,10.0
7969,21CABCH-386275,31.0,448.0,538.0
7970,21CABCH-386277,30.0,61.0,107.0
7971,21CABCH-386279,10.0,63.0,767.0
7972,21CABCH-386281,10.0,10.0,31.0
7973,21CABCH-386283,10.0,10.0,63.0
7974,21CABCH-386285,20.0,213.0,934.0
7975,21CABCH-386287,10.0,75.0,404.0
7976,21CABCH-386289,10.0,145.0,420.0
7977,21CABCH-386291,10.0,75.0,231.0
7978,21CABCH-386293,10.0,30.0,108.0
7979,21CABCH-386295,10.0,10.0,10.0
7980,21CABCH-386297,20.0,74.0,108.0
7981,21CABCH-386299,134.0,119.0,712.0
7982,21CABCH-386301,10.0,10.0,63.0
7983,21CABCH-386303,10.0,10.0,121.0
7984,21CABCH-386305,10.0,10.0,10.0
7985,21CABCH-386307,10.0,10.0,10.0
7986,21CABCH-386309,10.0,31.0,74.0
7987,21CABCH-386327,10.0,10.0,10.0
7988,21CABCH-386329,10.0,10.0,20.0
7989,21CABCH-386331,10.0,20.0,97.0
7990,21CABCH-386333,10.0,10.0,2310.0
7991,21CABCH-386335,10.0,10.0,10.0
7992,21CABCH-386337,10.0,10.0,10.0
7993,21CABCH-386339,10.0,10.0,41.0
7994,21CABCH-386341,10.0,10.0,10.0
7995,21CABCH-386343,10.0,10.0,10.0
7996,21CABCH-386345,10.0,10.0,10.0
7997,21CABCH-386347,10.0,10.0,10.0
7998,21CABCH-386349,10.0,10.0,10.0
7999,21CABCH-386359,10.0,10.0,20.0
8000,21CABCH-386361,10.0,10.0,10.0
8001,21CABCH-386363,10.0,10.0,20.0
8002,21CABCH-386365,10.0,10.0,10.0
8003,21CABCH-387457,20.0,262.0,520.0
8004,21CABCH-387459,10.0,173.0,1137.0
8005,21CABCH-387461,10.0,20.0,20.0
8006,21CABCH-387463,10.0,20.0,52.0
8007,21CABCH-387465,10.0,10.0,10.0
8008,21CABCH-387477,10.0,10.0,31.0
8009,21CABCH-387479,10.0,63.0,201.0
8010,21CABCH-387481,10.0,10.0,10.0
8011,21CABCH-387483,10.0,10.0,10.0
8012,21CABCH-387485,10.0,51.0,62.0
8013,21CABCH-387487,10.0,10.0,20.0
8014,21CABCH-387489,10.0,10.0,10.0
8015,21CABCH-387491,10.0,10.0,10.0
8016,21CABCH-387501,10.0,10.0,10.0
8017,21CABCH-387503,10.0,10.0,10.0
8018,21CABCH-387509,10.0,10.0,203.0
8019,21CABCH-387511,10.0,10.0,4611.0
8020,21CABCH-387513,10.0,10.0,52.0
8021,21CABCH-387527,10.0,10.0,20.0
8022,21CABCH-387529,10.0,10.0,10.0
8023,21CABCH-387531,10.0,10.0,10.0
8024,21CABCH-387533,10.0,41.0,52.0
8025,21CABCH-387535,10.0,10.0,10.0
8026,21CABCH-387537,10.0,10.0,10.0
8027,21CABCH-387539,10.0,10.0,10.0
8028,21CABCH-387541,10.0,10.0,10.0
8029,21CABCH-387543,10.0,10.0,10.0
8030,21CABCH-387545,10.0,10.0,20.0
8031,21CABCH-387547,10.0,10.0,10.0
8032,21CABCH-387549,10.0,10.0,20.0
8033,21CABCH-387551,10.0,10.0,10.0
8034,21CABCH-387553,10.0,10.0,20.0
8035,21CABCH-387555,10.0,10.0,41.0
8036,21CABCH-387557,52.0,10.0,31.0
8037,21CABCH-387559,10.0,10.0,10.0
8038,21CABCH-387561,10.0,10.0,10.0
8039,21CABCH-387709,10.0,134.0,2014.0
8040,21CABCH-387711,10.0,63.0,368.0
8041,21CABCH-387713,10.0,10.0,10.0
8042,21CABCH-387721,30.0,122.0,749.0
8043,21CABCH-387723,10.0,31.0,31.0
8044,21CABCH-387725,10.0,10.0,31.0
8045,21CABCH-387733,10.0,10.0,10.0
8046,21CABCH-387737,197.0,10.0,4352.0
8047,21CABCH-387743,10.0,10.0,52.0
8048,21CABCH-387745,10.0,10.0,10.0
8049,21CABCH-387747,10.0,10.0,10.0
8050,21CABCH-387749,10.0,20.0,20.0
8051,21CABCH-387751,10.0,10.0,10.0
8052,21CABCH-387753,10.0,10.0,10.0
8053,21CABCH-387837,10.0,241.0,884.0
